SVFNR,POSTNR,HEITI_NF,HEITI_TGF,HUSMERKING
0000,112,Mosarimi,Mosarima,23
0000,112,Mosarimi,Mosarima,27
8614,851,Ketilhúshagi,Ketilhúshaga,
0000,112,Laufrimi,Laufrima,2
0000,112,Laufrimi,Laufrima,6
8721,806,Útey,Útey,1
6515,604,Lækjarvellir,Lækjarvöllum,1C
6515,604,Lækjarvellir,Lækjarvöllum,1C
8719,805,Lundeyjarsund,Lundeyjarsundi,17
8719,805,Lundeyjarsund,Lundeyjarsundi,15
8719,805,Lundeyjarsund,Lundeyjarsundi,11
8719,805,Hvammar,Hvömmum,6
8719,805,Hvammar,Hvömmum,11
8719,805,Hvammar,Hvömmum,12
8719,805,Hvammar,Hvömmum,14
8719,805,Hvammar,Hvömmum,17
8719,805,Hvammar,Hvömmum,20
8719,805,Hvammar,Hvömmum,21
8719,805,Hvítárbraut,Hvítárbraut,3
8719,805,Hvítárbraut,Hvítárbraut,4
8719,805,Hvítárbraut,Hvítárbraut,10
8719,805,Hvítárbraut,Hvítárbraut,13
8719,805,Hvítárbraut,Hvítárbraut,15
8719,805,Hvítárbraut,Hvítárbraut,17
8719,805,Hvítárbraut,Hvítárbraut,23
7300,755,Skólabraut,Skólabraut,5
7300,755,Skólabraut,Skólabraut,10
7300,755,Skólabraut,Skólabraut,12
7300,755,Skólabraut,Skólabraut,16
7300,755,Skólabraut,Skólabraut,20
7300,755,Sævarendi,Sævarenda,2
7300,755,Sævarendi,Sævarenda,3
7300,750,Túngata,Túngötu,1
7300,755,Túngata,Túngötu,3
7300,755,Túngata,Túngötu,4
7300,755,Túngata,Túngötu,7
7300,755,Túngata,Túngötu,8
7300,761,Fell,Felli,
7300,761,Höskuldsstaðasel,Höskuldsstaðaseli,
7300,761,Ormsstaðir,Ormsstöðum,2
7300,761,Snæhvammur,Snæhvammi,
7300,760,Ásvegur,Ásvegi,1
7300,760,Ásvegur,Ásvegi,7
7300,760,Ásvegur,Ásvegi,11
7300,760,Ásvegur,Ásvegi,15
7300,760,Ásvegur,Ásvegi,18
7300,760,Ásvegur,Ásvegi,19
7300,760,Ásvegur,Ásvegi,23
7300,760,Ásvegur,Ásvegi,26
7300,760,Ásvegur,Ásvegi,28
7300,760,Ásvegur,Ásvegi,31
7300,760,Holt,Holti,
7300,760,Hrauntún,Hrauntúni,1
7300,760,Hrauntún,Hrauntúni,14
2510,250,Miðhús,Miðhúsum,
7502,691,Síreksstaðir,Síreksstöðum,
1300,210,Vorbraut,Vorbraut,1
7502,691,Sunnudalur,Sunnudal,
7502,691,Svínabakkar,Svínabökkum,
7502,691,Teigur,Teigi,
7502,691,Torfastaðir,Torfastöðum,
7502,691,Vatnsdalsgerði,Vatnsdalsgerði,
7502,691,Þorbrandsstaðir,Þorbrandsstöðum,1
7400,701,Tunguás,Tunguási,4
7400,701,Tunguás,Tunguási,3
1300,210,Vorbraut,Vorbraut,3
7400,701,Aðalból,Aðalbóli,
7400,701,Eiríksstaðir,Eiríksstöðum,
7400,701,Gil,Gili,
7400,701,Grund,Grund,
7400,701,Heiðarsel,Heiðarseli,
7400,701,Hjarðarhagi,Hjarðarhaga,
7400,701,Hnefilsdalur,Hnefilsdal,2
7400,701,Hvanná,Hvanná,2
7400,701,Klaustursel,Klausturseli,
7400,701,Merki,Merki,1
7400,660,Möðrudalur,Möðrudal,
7400,701,Skjöldólfsstaðir,Skjöldólfsstöðum,2
7400,701,Eiríksstaðakirkja,Eiríksstaðakirkju,
7400,701,Teigasel,Teigaseli,1
7505,701,Arnaldsstaðir,Arnaldsstöðum,
7505,701,Bessastaðagerði,Bessastaðagerði,
7505,701,Brekka,Brekku,
7505,701,Þuríðarstaðir,Þuríðarstöðum,
7505,701,Geitagerði,Geitagerði,
7505,701,Glúmsstaðir,Glúmsstöðum,1
7505,701,Hjarðarból,Hjarðarbóli,
7505,701,Klúka,Klúku,
7505,701,Langhús,Langhúsum,
7505,701,Gunnarshús,Gunnarshúsi,
7505,701,Vallholt,Vallholti,
7505,701,Valþjófsstaður,Valþjófsstað,2
7400,701,Hafrafell,Hafrafelli,4
7400,701,Holt,Holti,
7400,701,Hreiðarsstaðir,Hreiðarsstöðum,
7400,701,Kross,Krossi,
7400,701,Skeggjastaðir,Skeggjastöðum,1
7400,701,Skógargerði,Skógargerði,
7400,701,Sólbrekka,Sólbrekku,
7400,701,Urriðavatn,Urriðavatni,
7400,701,Blöndubakki,Blöndubakka,
7400,701,Bót,Bót,
7400,701,Flúðir,Flúðum,
1300,210,Vorbraut,Vorbraut,5
7400,701,Nátthagi,Nátthaga,
7400,701,Kirkjubær,Kirkjubæ,
7400,701,Lindarhóll,Lindarhóli,
7400,701,Rangá,Rangá,1
0000,110,Fossháls,Fosshálsi,9
6515,604,Lækjarvellir,Lækjarvöllum,1B
8719,805,Álfasteinssund,Álfasteinssundi,15
0000,112,Svarthamrar,Svarthömrum,12
0000,112,Svarthamrar,Svarthömrum,14
0000,112,Svarthamrar,Svarthömrum,16
0000,112,Svarthamrar,Svarthömrum,18
0000,112,Svarthamrar,Svarthömrum,20
0000,112,Svarthamrar,Svarthömrum,22
0000,112,Svarthamrar,Svarthömrum,24
0000,112,Svarthamrar,Svarthömrum,26
0000,112,Svarthamrar,Svarthömrum,28
0000,112,Svarthamrar,Svarthömrum,30
0000,112,Svarthamrar,Svarthömrum,32
0000,112,Svarthamrar,Svarthömrum,34
0000,112,Svarthamrar,Svarthömrum,40
0000,112,Svarthamrar,Svarthömrum,44
0000,112,Svarthamrar,Svarthömrum,50
0000,112,Svarthamrar,Svarthömrum,54
0000,112,Svarthamrar,Svarthömrum,58
0000,112,Svarthamrar,Svarthömrum,66
0000,112,Svarthamrar,Svarthömrum,70
0000,112,Svarthamrar,Svarthömrum,29
8200,800,Starengi,Starengi,12
8200,800,Starengi,Starengi,14
8200,800,Starengi,Starengi,16
8200,800,Starengi,Starengi,18
8200,800,Starengi,Starengi,20
8200,800,Stekkholt,Stekkholti,2
8200,800,Stekkholt,Stekkholti,4
8200,800,Stekkholt,Stekkholti,6
8200,800,Stekkholt,Stekkholti,8
8200,800,Stekkholt,Stekkholti,10
8200,800,Stekkholt,Stekkholti,12
8200,800,Stekkholt,Stekkholti,14
8200,800,Stekkholt,Stekkholti,16
8200,800,Stekkholt,Stekkholti,18
8200,800,Stekkholt,Stekkholti,20
8200,800,Stekkholt,Stekkholti,23
8200,800,Stekkholt,Stekkholti,28
8200,800,Stekkholt,Stekkholti,32
8200,800,Suðurengi,Suðurengi,1
8200,800,Suðurengi,Suðurengi,2
8200,800,Suðurengi,Suðurengi,4
8200,800,Suðurengi,Suðurengi,6
8200,800,Suðurengi,Suðurengi,8
8200,800,Suðurengi,Suðurengi,10
8200,800,Suðurengi,Suðurengi,12
8200,800,Suðurengi,Suðurengi,14
8200,800,Suðurengi,Suðurengi,16
8200,800,Suðurengi,Suðurengi,18
8200,800,Suðurengi,Suðurengi,20
8200,800,Suðurengi,Suðurengi,22
8200,800,Suðurengi,Suðurengi,24
8200,800,Suðurengi,Suðurengi,26
8200,800,Suðurengi,Suðurengi,27
8200,800,Suðurengi,Suðurengi,29
8722,803,Grímsskjól,Grímsskjóli,
2300,240,Ufsasund,Ufsasundi,4
6613,645,Einbúi,Einbúa,
0000,112,Gullengi,Gullengi,21
0000,112,Gullengi,Gullengi,23
0000,112,Gullengi,Gullengi,25
0000,112,Gullengi,Gullengi,27
8614,851,Ketilhúshagi,Ketilhúshaga,
2510,250,Garðbraut,Garðbraut,16
3000,300,Stillholt,Stillholti,16
2506,190,Vogagerði,Vogagerði,24
8614,851,Flagbjarnarholt,Flagbjarnarholti,
1000,200,Heiðarhjalli,Heiðarhjalla,5
3609,311,Hrísnes,Hrísnesi,3
3609,311,Hrísnes,Hrísnesi,7
3609,311,Strýtusel,Strýtuseli,7
3609,311,Strýtusel,Strýtuseli,11
8613,861,Torfastaðir,Torfastöðum,
3000,300,Æðaroddi,Æðarodda,31
3000,300,Æðaroddi,Æðarodda,33
1100,170,Kirkjubraut,Kirkjubraut,6
1100,170,Kirkjubraut,Kirkjubraut,10
1100,170,Kirkjubraut,Kirkjubraut,14
1100,170,Kirkjubraut,Kirkjubraut,18
0000,110,Suðurás,Suðurási,16
0000,110,Suðurás,Suðurási,24
1300,210,Krókamýri,Krókamýri,74
3609,320,Gilsbakki,Gilsbakka,2
1300,210,Krókamýri,Krókamýri,76
1400,220,Strandgata,Strandgötu,82
6100,671,Þverárdalur,Þverárdal,20
3000,300,Höfðasel,Höfðaseli,6
8000,900,Strembugata,Strembugötu,23
8000,900,Strembugata,Strembugötu,25
8000,900,Strembugata,Strembugötu,27
8000,900,Stuðlaberg,Stuðlabergi,
8000,900,Suðurgerði,Suðurgerði,2
8000,900,Tangagata,Tangagötu,7
8000,900,Túngata,Túngötu,1
8000,900,Túngata,Túngötu,5
8000,900,Túngata,Túngötu,9
8000,900,Túngata,Túngötu,15
8000,900,Túngata,Túngötu,17
8000,900,Túngata,Túngötu,20
8000,900,Túngata,Túngötu,22
8000,900,Túngata,Túngötu,23
8000,900,Túngata,Túngötu,25
8000,900,Túngata,Túngötu,27
8000,900,Vallargata,Vallargötu,4A
8000,900,Vallargata,Vallargötu,6
8000,900,Vallargata,Vallargötu,10
8000,900,Vallargata,Vallargötu,14
8000,900,Vallargata,Vallargötu,18
8000,900,Vestmannabraut,Vestmannabraut,6
8000,900,Vestmannabraut,Vestmannabraut,9
8000,900,Vestmannabraut,Vestmannabraut,11
3811,371,Hnúksland,Hnúkslandi,
7300,760,Selnes,Selnesi,8
7300,760,Selnes,Selnesi,14
7300,760,Selnes,Selnesi,15
7300,760,Selnes,Selnesi,17
7300,760,Selnes,Selnesi,19
7300,760,Selnes,Selnesi,20
7300,760,Selnes,Selnesi,32
7300,760,Selnes,Selnesi,34
7300,760,Selnes,Selnesi,36
7300,760,Selnes,Selnesi,38
7300,760,Selnes,Selnesi,42
7300,760,Selnes,Selnesi,44
7300,760,Sólbakki,Sólbakka,1
7300,760,Sólbakki,Sólbakka,2
7300,760,Sólbakki,Sólbakka,3
7300,760,Sólbakki,Sólbakka,4
7300,760,Sólbakki,Sólbakka,5
7300,760,Sólbakki,Sólbakka,6
7300,760,Sólbakki,Sólbakka,9
7300,760,Sólbakki,Sólbakka,11
7300,760,Sólheimar,Sólheimum,2
7300,760,Sólheimar,Sólheimum,4
7300,760,Sólheimar,Sólheimum,5
7300,760,Sólheimar,Sólheimum,8
7300,760,Sólvellir,Sólvöllum,2
7300,760,Sólvellir,Sólvöllum,6
7300,760,Sólvellir,Sólvöllum,10A
7300,760,Sólvellir,Sólvöllum,16
7300,760,Sólvellir,Sólvöllum,23
7300,760,Sæberg,Sæbergi,4
7300,760,Sæberg,Sæbergi,6
7300,760,Sæberg,Sæbergi,8
7300,760,Sæberg,Sæbergi,11
7300,760,Sæberg,Sæbergi,13
7300,760,Sæberg,Sæbergi,15
7300,760,Sæberg,Sæbergi,17
7300,760,Sæberg,Sæbergi,19
7400,721,Sólbakki,Sólbakka,2
7400,766,Lindarbrekka,Lindarbrekku,
7400,766,Núpur,Núpi,
7400,766,Beruneskirkja,Beruneskirkju,
7400,765,Bakki,Bakka,1
7400,765,Bakki,Bakka,3
7400,765,Bakki,Bakka,4
7400,765,Borgargarður,Borgargarði,5
8200,800,Víðivellir,Víðivöllum,16
8200,800,Víðivellir,Víðivöllum,18
8200,800,Víðivellir,Víðivöllum,20
8200,800,Víðivellir,Víðivöllum,22
8200,800,Víðivellir,Víðivöllum,24
8719,805,Húshólsbraut,Húshólsbraut,1
8719,805,Húshólsbraut,Húshólsbraut,5
8719,805,Borgarholtsbraut,Borgarholtsbraut,8
8719,805,Borgarholtsbraut,Borgarholtsbraut,16
8719,805,Borgarholtsbraut,Borgarholtsbraut,20
7400,701,Rangá,Rangá,2
7400,701,Skóghlíð,Skóghlíð,
8721,806,Reykjavegur,Reykjavegi,15
8721,806,Reykjavegur,Reykjavegi,23
8721,806,Reykjavegur,Reykjavegi,21
8721,806,Sólvangur,Sólvangi,
8721,806,Syðri-Reykir,Syðri-Reykjum,2
8721,806,Syðri-Reykir,Syðri-Reykjum,
8721,806,Syðri-Reykir,Syðri-Reykjum,2
8721,806,Syðri-Reykir,Syðri-Reykjum,2
8721,806,Lækjarbraut,Lækjarbraut,4
8721,806,Syðri-Reykir,Syðri-Reykjum,
8721,806,Eyrarflöt,Eyrarflöt,3
8721,806,Holtakot,Holtakotum,
8721,806,Mosaskyggnir,Mosaskyggni,1
8721,806,Brúnavegur,Brúnavegi,5
8721,806,Skyggnisvegur,Skyggnisvegi,7
8721,806,Skyggnisvegur,Skyggnisvegi,13
8721,806,Skyggnisvegur,Skyggnisvegi,15
8721,806,Skyggnisvegur,Skyggnisvegi,17
8721,806,Skyggnisvegur,Skyggnisvegi,22
8721,806,Skyggnisvegur,Skyggnisvegi,24
8721,806,Rjúpnabraut,Rjúpnabraut,7
8721,806,Austurey,Austurey,2
8721,806,Ketilvellir,Ketilvöllum,
8721,806,Miðdalur,Miðdal,
8721,806,A-Gata,A-Götu,
8721,806,A-Gata,A-Götu,
8721,806,A-Gata,A-Götu,
8721,806,Röðulsgata,Röðulsgötu,17
8721,806,Austurey,Austurey,
0000,116,Búagrund,Búagrund,10A
7400,701,Svínafell,Svínafelli,
7400,701,Tjarnarland,Tjarnarlandi,
7400,701,Þórsnes,Þórsnesi,
7400,720,Bakki,Bakka,
7400,721,Brekkukot,Brekkukoti,
7400,721,Geitland,Geitlandi,
7400,721,Hvannstóð,Hvannstóði,
7400,721,Höfn,Höfn,
8200,800,Suðurengi,Suðurengi,30
8200,800,Suðurengi,Suðurengi,31
8200,800,Suðurengi,Suðurengi,32
8200,800,Suðurengi,Suðurengi,33
8200,800,Suðurengi,Suðurengi,34
8200,800,Suðurtröð,Suðurtröð,1
8200,800,Suðurtröð,Suðurtröð,3
8200,800,Suðurtröð,Suðurtröð,7
8200,800,Suðurtröð,Suðurtröð,9
8200,800,Suðurtröð,Suðurtröð,11
8719,805,Kiðhólsbraut,Kiðhólsbraut,23
8719,805,Kiðhólsbraut,Kiðhólsbraut,8
8719,805,Kiðhólsbraut,Kiðhólsbraut,4
8719,805,Arnarhólsbraut,Arnarhólsbraut,10
8719,805,Arnarhólsbraut,Arnarhólsbraut,11
8719,805,Arnarhólsbraut,Arnarhólsbraut,26
8719,805,Arnarhólsbraut,Arnarhólsbraut,32
8719,805,Arnarhólsbraut,Arnarhólsbraut,38
8719,805,Réttarhólsbraut,Réttarhólsbraut,12
0000,112,Dyrhamrar,Dyrhömrum,20
0000,112,Dyrhamrar,Dyrhömrum,22
0000,112,Geithamrar,Geithömrum,4
0000,112,Geithamrar,Geithömrum,8
0000,112,Geithamrar,Geithömrum,12
0000,112,Geithamrar,Geithömrum,16
0000,112,Fannafold,Fannafold,78
0000,112,Fannafold,Fannafold,86
0000,112,Fannafold,Fannafold,90
0000,112,Fannafold,Fannafold,94
0000,112,Fannafold,Fannafold,98
3716,340,Áskinn,Áskinn,2
3716,340,Áskinn,Áskinn,2A
8719,805,Neðan-Sogsvegar,Neðan-Sogsvegar,44B
2000,230,Efstaleiti,Efstaleiti,36
0000,112,Klukkurimi,Klukkurima,7
0000,112,Klukkurimi,Klukkurima,11
0000,112,Klukkurimi,Klukkurima,15
0000,112,Klukkurimi,Klukkurima,19
0000,112,Klukkurimi,Klukkurima,23
0000,112,Klukkurimi,Klukkurima,29
0000,112,Klukkurimi,Klukkurima,33
0000,112,Klukkurimi,Klukkurima,37
0000,112,Klukkurimi,Klukkurima,41
0000,112,Klukkurimi,Klukkurima,45
7400,700,Bláargerði,Bláargerði,32B
0000,112,Klukkurimi,Klukkurima,49
0000,112,Klukkurimi,Klukkurima,53
0000,112,Klukkurimi,Klukkurima,57
0000,112,Klukkurimi,Klukkurima,61
0000,112,Klukkurimi,Klukkurima,65
0000,112,Klukkurimi,Klukkurima,69
0000,112,Klukkurimi,Klukkurima,73
0000,101,Grandagarður,Grandagarði,23
1400,221,Straumhella,Straumhellu,22
8000,900,Vestmannabraut,Vestmannabraut,13B
8000,900,Vestmannabraut,Vestmannabraut,19
8000,900,Vestmannabraut,Vestmannabraut,26
8000,900,Vestmannabraut,Vestmannabraut,23
8000,900,Vestmannabraut,Vestmannabraut,20
8000,900,Vestmannabraut,Vestmannabraut,25
8000,900,Vestmannabraut,Vestmannabraut,28B
8000,900,Vestmannabraut,Vestmannabraut,28A
8000,900,Vestmannabraut,Vestmannabraut,30
8000,900,Vestmannabraut,Vestmannabraut,33
8000,900,Vestmannabraut,Vestmannabraut,34
8000,900,Vestmannabraut,Vestmannabraut,35
8000,900,Vestmannabraut,Vestmannabraut,36
8000,900,Vestmannabraut,Vestmannabraut,37
8000,900,Vestmannabraut,Vestmannabraut,42
8000,900,Vestmannabraut,Vestmannabraut,46A
8000,900,Vestmannabraut,Vestmannabraut,47
8000,900,Vestmannabraut,Vestmannabraut,49
8000,900,Vestmannabraut,Vestmannabraut,53
1000,201,Bergsmári,Bergsmára,1
1000,200,Heiðarhjalli,Heiðarhjalla,43
0000,112,Mosarimi,Mosarima,34
1300,225,Blikastígur,Blikastíg,13
1000,201,Bakkasmári,Bakkasmára,14
0000,105,Skógarhlíð,Skógarhlíð,12
1000,201,Bakkasmári,Bakkasmára,18
1000,201,Arnarsmári,Arnarsmára,10
1000,201,Bakkasmári,Bakkasmára,20
2300,240,Iðavellir,Iðavöllum,4
2300,240,Fornavör,Fornuvör,4
2300,240,Fornavör,Fornuvör,12
2300,240,Höskuldarvellir,Höskuldarvöllum,4
1000,201,Gullsmári,Gullsmára,2A
1000,201,Bergsmári,Bergsmára,6
1000,201,Ekrusmári,Ekrusmára,17
1000,201,Ekrusmári,Ekrusmára,19
1000,201,Foldarsmári,Foldarsmára,12
6613,607,Höfðabyggð,Höfðabyggð,
7400,700,Ranavað,Ranavaði,7
0000,102,Eggertsgata,Eggertsgötu,6
3709,350,Fellasneið,Fellasneið,14
8614,851,Þjóðólfshagi,Þjóðólfshaga,17
8610,851,Holtsbraut,Holtsbraut,8
1400,221,Ásvellir,Ásvöllum,2
1400,220,Suðurbraut,Suðurbraut,2A
6515,604,Lækjarvellir,Lækjarvöllum,1C
7400,700,Tjarnarlönd,Tjarnarlöndum,22
7400,700,Dalskógar,Dalskógum,2
7400,700,Einbúablá,Einbúablá,6
7400,700,Árskógar,Árskógum,24A
0000,104,Múlavegur,Múlavegi,3
8610,851,Litlaland,Litlalandi,
0000,112,Stararimi,Stararima,8
0000,112,Stararimi,Stararima,6
8719,805,Borgarholtsbraut,Borgarholtsbraut,1
8719,805,Borgarholtsbraut,Borgarholtsbraut,3
8719,805,Borgarholtsbraut,Borgarholtsbraut,5
8719,805,Borgarholtsbraut,Borgarholtsbraut,9
8719,805,Borgarholtsbraut,Borgarholtsbraut,13
8719,805,Klapparhólsbraut,Klapparhólsbraut,8
8719,805,Kothólsbraut,Kothólsbraut,4
8719,805,Kothólsbraut,Kothólsbraut,15
8719,805,Kothólsbraut,Kothólsbraut,9
8719,805,Kothólsbraut,Kothólsbraut,1
8719,805,Klapparhólsbraut,Klapparhólsbraut,21
8719,805,Klapparhólsbraut,Klapparhólsbraut,12
8719,805,Kaldárhöfði,Kaldárhöfða,
8719,805,Kaldárhöfði,Kaldárhöfða,
8719,805,Kiðjaberg,Kiðjabergi,
8719,805,Kiðjaberg,Kiðjabergi,
8719,805,Kiðjaberg,Kiðjabergi,
8719,805,Kiðjaberg,Kiðjabergi,
8719,805,Kjalbraut,Kjalbraut,1
8719,805,Kjalbraut,Kjalbraut,3
8719,805,Kjalbraut,Kjalbraut,5A
1000,201,Fjallalind,Fjallalind,28
3609,311,Lækjarvegur,Lækjarvegi,1
0000,105,Bogahlíð,Bogahlíð,6
8721,806,Kjarnholt,Kjarnholtum,
3609,311,Flókagata,Flókagötu,1
1400,221,Vörðuberg,Vörðubergi,6
1400,221,Vörðuberg,Vörðubergi,10
1400,221,Vörðuberg,Vörðubergi,14
1400,221,Vörðuberg,Vörðubergi,18
3511,301,Austurás,Austurási,1
0000,110,Suðurás,Suðurási,26
0000,110,Suðurás,Suðurási,28
0000,110,Suðurás,Suðurási,32
8719,805,Oddsholt,Oddsholti,18
1400,220,Brekkutröð,Brekkutröð,3
0000,101,Skúlagata,Skúlagötu,17
1400,220,Ljósatröð,Ljósatröð,
1000,200,Blikahjalli,Blikahjalla,4
7400,765,Kambur,Kambi,6
7400,765,Kambur,Kambi,8
7400,765,Melar,Melum,
7400,765,Mörk,Mörk,1
7400,765,Mörk,Mörk,3
7400,721,Njarðvík I,Njarðvík I,
7400,720,Bakkagerðiskirkja,Bakkagerðiskirkju,
7400,720,Lindarbakki,Lindarbakka,
7400,721,Ós,Ósi,
7400,701,Arnhólsstaðir,Arnhólsstöðum,
7400,701,Birkihlíð,Birkihlíð,
7400,701,Borg,Borg,
7400,701,Eyrarteigur,Eyrarteigi,
7400,701,Flaga,Flögu,
7400,701,Geirólfsstaðir,Geirólfsstöðum,
7400,701,Geitdalur,Geitdal,
7400,701,Hallbjarnarstaðir,Hallbjarnarstöðum,2
7400,701,Haugar,Haugum,2
7400,701,Hjarðarhlíð,Hjarðarhlíð,
7400,701,Hryggstekkur,Hryggstekk,
7400,701,Lynghóll,Lynghóli,
7400,701,Stóra Sandfell,Stóra Sandfelli,1
7400,701,Vatnsskógar,Vatnsskógum,
7400,701,Vatnsskógar,Vatnsskógum,
7400,701,Þingmúli,Þingmúla,
7400,701,Ásgarður,Ásgarði,
7400,701,Buðlungavellir,Buðlungavöllum,
7400,701,Einarsstaðir,Einarsstöðum,26
7400,701,Einarsstaðir,Einarsstöðum,25
7400,701,Einarsstaðir,Einarsstöðum,23
7400,701,Einarsstaðir,Einarsstöðum,4
7400,701,Einarsstaðir,Einarsstöðum,31
7400,701,Einarsstaðir,Einarsstöðum,6
7400,701,Einarsstaðir,Einarsstöðum,7
7400,701,Einarsstaðir,Einarsstöðum,20
7400,701,Eyjólfsstaðir,Eyjólfsstöðum,
7400,701,Freyshólar,Freyshólum,
7400,701,Gíslastaðir,Gíslastöðum,
7400,701,Gunnlaugsstaðir,Gunnlaugsstöðum,
7400,701,Hjalli,Hjalla,
7400,701,Mjóanes,Mjóanesi,
7400,701,Jaðar,Jaðri,
7400,701,Kórmön,Kórmön,
7400,701,Langahlíð,Lönguhlíð,
7400,701,Eyjólfsstaðaskógur,Eyjólfsstaðaskógi,2
7400,701,Eyjólfsstaðaskógur,Eyjólfsstaðaskógi,6
7400,701,Eyjólfsstaðaskógur,Eyjólfsstaðaskógi,13
7400,701,Lundur,Lundi,
7400,701,Mjóanes,Mjóanesi,
7400,701,Sauðhagi,Sauðhaga,1
7400,701,Eyjólfsstaðaskógur,Eyjólfsstaðaskógi,1
7400,701,Sólheimar,Sólheimum,
7400,701,Stangarás,Stangarási,
7400,701,Stóravík,Stóruvík,
7400,701,Stóravík,Stóruvík,
8717,816,Akurgerði II,Akurgerði II,
0000,101,Grandagarður,Grandagarði,17
0000,112,Klukkurimi,Klukkurima,75
0000,112,Klukkurimi,Klukkurima,77
0000,112,Klukkurimi,Klukkurima,79
0000,112,Klukkurimi,Klukkurima,81
0000,112,Klukkurimi,Klukkurima,83
0000,112,Klukkurimi,Klukkurima,85
0000,112,Klukkurimi,Klukkurima,87
0000,112,Klukkurimi,Klukkurima,89
0000,112,Klukkurimi,Klukkurima,91
0000,112,Tröllaborgir,Tröllaborgum,2
0000,112,Tröllaborgir,Tröllaborgum,4
0000,112,Tröllaborgir,Tröllaborgum,8
0000,112,Tröllaborgir,Tröllaborgum,10
0000,112,Tröllaborgir,Tröllaborgum,6
0000,112,Mosarimi,Mosarima,20
0000,112,Mosarimi,Mosarima,24
0000,112,Mosarimi,Mosarima,35
0000,112,Mosarimi,Mosarima,39
0000,112,Starengi,Starengi,22
8614,851,Þverbrekka,Þverbrekku,
8716,810,Heiðarbrún,Heiðarbrún,84
3506,311,Dagverðarnes,Dagverðarnesi,108
3506,311,Dagverðarnes,Dagverðarnesi,30
3506,311,Dagverðarnes,Dagverðarnesi,138
0000,112,Laufrimi,Laufrima,81
0000,112,Suðurhús,Suðurhúsum,12
0000,112,Suðurhús,Suðurhúsum,15
0000,108,Suðurlandsbraut,Suðurlandsbraut,2
0000,108,Suðurlandsbraut,Suðurlandsbraut,8
0000,108,Suðurlandsbraut,Suðurlandsbraut,12
0000,108,Suðurlandsbraut,Suðurlandsbraut,16
0000,108,Suðurlandsbraut,Suðurlandsbraut,20
0000,108,Suðurlandsbraut,Suðurlandsbraut,24
0000,108,Suðurlandsbraut,Suðurlandsbraut,30
0000,108,Suðurlandsbraut,Suðurlandsbraut,46
0000,108,Suðurlandsbraut,Suðurlandsbraut,50
0000,108,Suðurlandsbraut,Suðurlandsbraut,54
0000,110,Rafstöðvarvegur,Rafstöðvarvegi,25
0000,110,Rafstöðvarvegur,Rafstöðvarvegi,23
0000,110,Rafstöðvarvegur,Rafstöðvarvegi,29
0000,110,Rafstöðvarvegur,Rafstöðvarvegi,31
0000,111,Súluhólar,Súluhólum,2
0000,111,Súluhólar,Súluhólum,6
0000,104,Sundaborg,Sundaborg,15
1000,200,Helgubraut,Helgubraut,11
1000,200,Helgubraut,Helgubraut,15
1000,200,Helgubraut,Helgubraut,19
1000,200,Helgubraut,Helgubraut,21
1000,200,Helgubraut,Helgubraut,25
1000,200,Helgubraut,Helgubraut,29
1000,200,Helgubraut,Helgubraut,33
1000,200,Hjallabrekka,Hjallabrekku,4
0000,111,Gerðuberg,Gerðubergi,3
1400,221,Axlarás,Axlarási,34A
1400,221,Axlarás,Axlarási,42A
0000,112,Stararimi,Stararima,12
3609,320,Skógar,Skógum,
0000,112,Laufrimi,Laufrima,87
0000,112,Laufrimi,Laufrima,89
0000,112,Laufrimi,Laufrima,91
2000,230,Týsvellir,Týsvöllum,6
1000,200,Heiðarhjalli,Heiðarhjalla,10
1000,200,Heiðarhjalli,Heiðarhjalla,12
5716,550,Brekkutún,Brekkutúni,11
1300,210,Marargrund,Marargrund,18
1000,201,Dalvegur,Dalvegi,30
3609,320,Sturlureykir,Sturlureykjum,1
1000,201,Arnarsmári,Arnarsmára,28A
8200,825,Sandgerði,Sandgerði,4
2000,260,Háseyla,Háseylu,30
0000,102,Eggertsgata,Eggertsgötu,4
8200,800,Baugstjörn,Baugstjörn,16
3709,350,Fellasneið,Fellasneið,10
1400,221,Efstahlíð,Efstuhlíð,2
1400,221,Efstahlíð,Efstuhlíð,4
1400,221,Efstahlíð,Efstuhlíð,6
1400,221,Efstahlíð,Efstuhlíð,9
1400,221,Efstahlíð,Efstuhlíð,7
1400,221,Efstahlíð,Efstuhlíð,11
1400,221,Efstahlíð,Efstuhlíð,12
1400,221,Efstahlíð,Efstuhlíð,15
1400,221,Efstahlíð,Efstuhlíð,19
1400,221,Efstahlíð,Efstuhlíð,23
1400,221,Efstahlíð,Efstuhlíð,27
1400,221,Efstahlíð,Efstuhlíð,31
1400,221,Einihlíð,Einihlíð,1
1400,221,Einihlíð,Einihlíð,3
1400,221,Einihlíð,Einihlíð,5
1400,221,Einihlíð,Einihlíð,8
0000,101,Túngata,Túngötu,40
0000,101,Túngata,Túngötu,42
0000,101,Túngata,Túngötu,44
0000,101,Túngata,Túngötu,47
0000,101,Túngata,Túngötu,51
0000,101,Túngata,Túngötu,13
0000,101,Túngata,Túngötu,26
0000,109,Tungubakki,Tungubakka,4
0000,109,Tungubakki,Tungubakka,8
0000,109,Tungubakki,Tungubakka,12
0000,109,Tungubakki,Tungubakka,16
0000,109,Tungubakki,Tungubakka,20
0000,109,Tungubakki,Tungubakka,28
0000,109,Tungubakki,Tungubakka,32
